loan_amnt,int_rate,issue_d,loan_status
16000.0,7.12,2014-10-01,0.0
19625.0,18.24,2014-10-01,0.0
2100.0,16.29,2014-10-01,0.0
4200.0,14.99,2014-10-01,0.0
17950.0,16.29,2014-10-01,0.0
15000.0,25.89,2014-10-01,0.0
25500.0,15.61,2014-10-01,0.0
20000.0,12.49,2014-10-01,0.0
21000.0,12.49,2014-10-01,0.0
19475.0,25.8,2014-10-01,0.0
12000.0,16.99,2014-10-01,0.0
9000.0,7.12,2014-10-01,0.0
5000.0,9.17,2014-10-01,0.0
10000.0,15.61,2014-10-01,0.0
12000.0,15.61,2014-10-01,0.0
23000.0,18.99,2014-10-01,0.0
4500.0,12.99,2014-10-01,0.0
10500.0,19.52,2014-10-01,0.0
3500.0,10.15,2014-10-01,0.0
13000.0,13.98,2014-10-01,0.0
18450.0,14.49,2014-10-01,0.0
14400.0,13.35,2014-10-01,0.0
6000.0,12.49,2014-10-01,0.0
21600.0,18.24,2014-10-01,0.0
7125.0,14.99,2014-10-01,0.0
25000.0,18.24,2014-10-01,0.0
10100.0,9.17,2014-10-01,0.0
26500.0,17.57,2014-10-01,0.0
25300.0,22.15,2014-10-01,0.0
20000.0,13.35,2014-10-01,0.0
14750.0,16.99,2014-10-01,0.0
25000.0,16.29,2014-10-01,0.0
10250.0,14.49,2014-10-01,0.0
8475.0,15.61,2014-10-01,0.0
13000.0,11.67,2014-10-01,0.0
18000.0,12.99,2014-10-01,0.0
14750.0,12.49,2014-10-01,0.0
17275.0,16.99,2014-10-01,0.0
14125.0,16.29,2014-10-01,0.0
15000.0,14.99,2014-10-01,0.0
10000.0,16.99,2014-10-01,0.0
12325.0,20.2,2014-10-01,0.0
10200.0,12.49,2014-10-01,0.0
15000.0,10.99,2014-10-01,0.0
28775.0,22.15,2014-10-01,0.0
20000.0,13.98,2014-10-01,0.0
16475.0,20.99,2014-10-01,0.0
11825.0,20.2,2014-10-01,0.0
16000.0,8.39,2014-10-01,0.0
20000.0,25.8,2014-10-01,0.0
22800.0,22.15,2014-10-01,0.0
20000.0,13.98,2014-10-01,0.0
15000.0,18.24,2014-10-01,0.0
28000.0,19.52,2014-10-01,0.0
20000.0,11.67,2014-10-01,0.0
4425.0,16.29,2014-10-01,0.0
15000.0,18.24,2014-10-01,0.0
15500.0,12.99,2014-10-01,0.0
8000.0,10.99,2014-10-01,0.0
35000.0,20.99,2014-10-01,0.0
16925.0,16.99,2014-10-01,0.0
28800.0,14.49,2014-10-01,0.0
8425.0,22.15,2014-10-01,0.0
9350.0,16.29,2014-10-01,0.0
8000.0,10.99,2014-10-01,0.0
25000.0,22.15,2014-10-01,0.0
12000.0,14.99,2014-10-01,0.0
9600.0,13.98,2014-10-01,0.0
10000.0,14.49,2014-10-01,0.0
14975.0,14.99,2014-10-01,0.0
2000.0,13.98,2014-10-01,0.0
12575.0,16.99,2014-10-01,0.0
7400.0,14.99,2014-10-01,0.0
9000.0,14.49,2014-10-01,0.0
25000.0,6.49,2014-10-01,0.0
14000.0,7.12,2014-10-01,0.0
17000.0,14.99,2014-10-01,0.0
22500.0,15.61,2014-10-01,0.0
7200.0,13.35,2014-10-01,0.0
35000.0,25.83,2014-10-01,0.0
11225.0,16.99,2014-10-01,0.0
14425.0,23.43,2014-10-01,0.0
15000.0,11.67,2014-10-01,0.0
6650.0,18.24,2014-10-01,0.0
10500.0,16.99,2014-10-01,0.0
6000.0,14.99,2014-10-01,0.0
24000.0,9.17,2014-10-01,0.0
19350.0,20.2,2014-10-01,0.0
5000.0,13.98,2014-10-01,0.0
21600.0,14.49,2014-10-01,0.0
16200.0,14.99,2014-10-01,0.0
23700.0,14.49,2014-10-01,0.0
22000.0,13.98,2014-10-01,0.0
20000.0,13.98,2014-10-01,0.0
20000.0,15.61,2014-10-01,0.0
10000.0,12.99,2014-10-01,0.0
5000.0,14.49,2014-10-01,0.0
19200.0,16.29,2014-10-01,0.0
15825.0,16.29,2014-10-01,0.0
8500.0,14.99,2014-10-01,0.0
8000.0,10.15,2014-10-01,0.0
6150.0,10.99,2014-10-01,0.0
12000.0,13.35,2014-10-01,0.0
7800.0,16.29,2014-10-01,0.0
25450.0,20.99,2014-10-01,0.0
18000.0,17.57,2014-10-01,0.0
4250.0,12.49,2014-10-01,0.0
25000.0,16.99,2014-10-01,0.0
12000.0,13.98,2014-10-01,0.0
16000.0,17.57,2014-10-01,0.0
18350.0,20.2,2014-10-01,0.0
18000.0,15.61,2014-10-01,0.0
18000.0,15.61,2014-10-01,0.0
35000.0,17.57,2014-10-01,0.0
10525.0,24.99,2014-10-01,0.0
24000.0,10.99,2014-10-01,0.0
12000.0,14.99,2014-10-01,0.0
10000.0,13.98,2014-10-01,0.0
9000.0,10.15,2014-10-01,0.0
18000.0,20.99,2014-10-01,0.0
22950.0,16.99,2014-10-01,0.0
2800.0,13.98,2014-10-01,0.0
16850.0,13.35,2014-10-01,0.0
20000.0,11.67,2014-10-01,0.0
13400.0,20.99,2014-10-01,0.0
20000.0,14.49,2014-10-01,0.0
15000.0,12.49,2014-10-01,0.0
20150.0,24.08,2014-10-01,0.0
6950.0,12.99,2014-10-01,0.0
14000.0,16.29,2014-10-01,0.0
7475.0,18.99,2014-10-01,0.0
9600.0,13.98,2014-10-01,0.0
4425.0,8.39,2014-10-01,0.0
4200.0,10.15,2014-10-01,0.0
5000.0,10.15,2014-10-01,0.0
13000.0,13.35,2014-10-01,0.0
26100.0,16.99,2014-10-01,0.0
24750.0,20.99,2014-10-01,0.0
6600.0,16.99,2014-10-01,0.0
15100.0,23.43,2014-10-01,0.0
16000.0,9.17,2014-10-01,0.0
10800.0,9.17,2014-10-01,0.0
14075.0,23.43,2014-10-01,0.0
30000.0,18.24,2014-10-01,0.0
8750.0,18.99,2014-10-01,0.0
20000.0,12.99,2014-10-01,0.0
22400.0,16.99,2014-10-01,0.0
12125.0,15.61,2014-10-01,0.0
6000.0,14.99,2014-10-01,0.0
18000.0,14.49,2014-10-01,0.0
18000.0,12.49,2014-10-01,0.0
19750.0,16.29,2014-10-01,0.0
8000.0,6.03,2014-10-01,0.0
15000.0,13.35,2014-10-01,0.0
5000.0,10.15,2014-10-01,0.0
15000.0,13.35,2014-10-01,0.0
10000.0,15.61,2014-10-01,0.0
5000.0,16.99,2014-10-01,0.0
35000.0,13.98,2014-10-01,0.0
35000.0,16.99,2014-10-01,0.0
10000.0,11.67,2014-10-01,0.0
10000.0,6.03,2014-10-01,0.0
30000.0,16.29,2014-10-01,0.0
7500.0,12.99,2014-10-01,0.0
20950.0,23.43,2014-10-01,0.0
9875.0,12.99,2014-10-01,0.0
21075.0,18.24,2014-10-01,0.0
10400.0,22.15,2014-10-01,0.0
5500.0,14.99,2014-10-01,0.0
9125.0,18.99,2014-10-01,0.0
10000.0,17.57,2014-10-01,0.0
28000.0,13.98,2014-10-01,0.0
12000.0,10.15,2014-10-01,0.0
11200.0,24.5,2014-10-01,0.0
5000.0,12.49,2014-10-01,0.0
12000.0,13.98,2014-10-01,0.0
5000.0,14.49,2014-10-01,0.0
24000.0,15.61,2014-10-01,0.0
3000.0,18.24,2014-10-01,0.0
15350.0,18.99,2014-10-01,0.0
10000.0,11.67,2014-10-01,0.0
21600.0,16.99,2014-10-01,0.0
19800.0,13.98,2014-10-01,0.0
24000.0,15.61,2014-10-01,0.0
8400.0,13.98,2014-10-01,0.0
11200.0,14.99,2014-10-01,0.0
4825.0,20.2,2014-10-01,0.0
9550.0,17.57,2014-10-01,0.0
16000.0,12.49,2014-10-01,0.0
28000.0,14.49,2014-10-01,0.0
10000.0,20.99,2014-10-01,0.0
9875.0,16.29,2014-10-01,0.0
17275.0,25.57,2014-10-01,0.0
10000.0,17.57,2014-10-01,0.0
24625.0,23.43,2014-10-01,0.0
16875.0,20.2,2014-10-01,0.0
10200.0,17.57,2014-10-01,0.0
16750.0,15.61,2014-10-01,0.0
20000.0,18.24,2014-10-01,0.0
13150.0,10.15,2014-10-01,0.0
3000.0,13.35,2014-10-01,0.0
9575.0,20.99,2014-10-01,0.0
20700.0,14.99,2014-10-01,0.0
6050.0,25.57,2014-10-01,0.0
14000.0,18.24,2014-10-01,0.0
20000.0,18.24,2014-10-01,0.0
24000.0,10.99,2014-10-01,0.0
7075.0,15.61,2014-10-01,0.0
9000.0,7.69,2014-10-01,0.0
15000.0,14.99,2014-10-01,0.0
4000.0,12.49,2014-10-01,0.0
25200.0,14.49,2014-10-01,0.0
6000.0,8.39,2014-10-01,0.0
16000.0,13.98,2014-10-01,0.0
30000.0,16.99,2014-10-01,0.0
12000.0,18.24,2014-10-01,0.0
18000.0,14.99,2014-10-01,0.0
9500.0,12.99,2014-10-01,0.0
20225.0,20.99,2014-10-01,0.0
15000.0,12.99,2014-10-01,0.0
20000.0,18.99,2014-10-01,0.0
10000.0,14.49,2014-10-01,0.0
17500.0,19.52,2014-10-01,0.0
11000.0,13.98,2014-10-01,0.0
20000.0,16.29,2014-10-01,0.0
12700.0,19.52,2014-10-01,0.0
14000.0,10.15,2014-10-01,0.0
20000.0,12.49,2014-10-01,0.0
23000.0,10.99,2014-10-01,0.0
11050.0,7.69,2014-10-01,0.0
20000.0,11.67,2014-10-01,0.0
16000.0,15.61,2014-10-01,0.0
18000.0,11.67,2014-10-01,0.0
15125.0,20.99,2014-10-01,0.0
17050.0,15.61,2014-10-01,0.0
20000.0,20.2,2014-10-01,0.0
21000.0,16.29,2014-10-01,0.0
16575.0,17.57,2014-10-01,0.0
12000.0,10.99,2014-10-01,0.0
5025.0,16.29,2014-10-01,0.0
10000.0,18.99,2014-10-01,0.0
35000.0,18.24,2014-10-01,0.0
17875.0,15.61,2014-10-01,0.0
1800.0,17.57,2014-10-01,0.0
12950.0,22.15,2014-10-01,0.0
10000.0,13.35,2014-10-01,0.0
12000.0,13.35,2014-10-01,0.0
20000.0,14.99,2014-10-01,0.0
5000.0,11.67,2014-10-01,0.0
21400.0,22.15,2014-10-01,0.0
8400.0,13.98,2014-10-01,0.0
7500.0,13.35,2014-10-01,0.0
9000.0,12.49,2014-10-01,0.0
20000.0,15.61,2014-10-01,0.0
14600.0,10.15,2014-10-01,0.0
33600.0,20.2,2014-10-01,0.0
12000.0,15.61,2014-10-01,0.0
12000.0,22.15,2014-10-01,0.0
10000.0,13.35,2014-10-01,0.0
6000.0,15.61,2014-10-01,0.0
29575.0,24.08,2014-10-01,0.0
22850.0,16.29,2014-10-01,0.0
35000.0,10.15,2014-10-01,0.0
20000.0,12.99,2014-10-01,0.0
6175.0,22.15,2014-10-01,0.0
35000.0,17.57,2014-10-01,0.0
7500.0,15.61,2014-10-01,0.0
14000.0,14.49,2014-10-01,0.0
7000.0,10.15,2014-10-01,0.0
27200.0,23.43,2014-10-01,0.0
15000.0,17.57,2014-10-01,0.0
22000.0,13.98,2014-10-01,0.0
11975.0,25.8,2014-10-01,0.0
19000.0,12.99,2014-10-01,0.0
10775.0,18.99,2014-10-01,0.0
2500.0,14.99,2014-10-01,0.0
10000.0,15.61,2014-10-01,0.0
24925.0,19.52,2014-10-01,0.0
27200.0,20.99,2014-10-01,0.0
5000.0,12.99,2014-10-01,0.0
20000.0,15.61,2014-10-01,0.0
9000.0,13.98,2014-10-01,0.0
22425.0,14.99,2014-10-01,0.0
20250.0,16.29,2014-10-01,0.0
23250.0,19.52,2014-10-01,0.0
14225.0,25.99,2014-10-01,0.0
7000.0,11.67,2014-10-01,0.0
15125.0,15.61,2014-10-01,0.0
24000.0,16.29,2014-10-01,0.0
15600.0,10.99,2014-10-01,0.0
16000.0,20.2,2014-10-01,0.0
9800.0,13.35,2014-10-01,0.0
16000.0,12.99,2014-10-01,0.0
30800.0,25.89,2014-10-01,0.0
15075.0,18.99,2014-10-01,0.0
5000.0,18.24,2014-10-01,0.0
8000.0,14.49,2014-10-01,0.0
15000.0,7.69,2014-10-01,0.0
25000.0,7.12,2014-10-01,0.0
14625.0,17.57,2014-10-01,0.0
16000.0,13.98,2014-10-01,0.0
8000.0,12.99,2014-10-01,0.0
20000.0,10.99,2014-10-01,0.0
20000.0,16.99,2014-10-01,0.0
10000.0,16.29,2014-10-01,0.0
19475.0,12.49,2014-10-01,0.0
14350.0,17.57,2014-10-01,0.0
15000.0,16.29,2014-10-01,0.0
15000.0,12.99,2014-10-01,0.0
35000.0,17.57,2014-10-01,0.0
28000.0,16.29,2014-10-01,0.0
20000.0,19.52,2014-10-01,0.0
10000.0,6.49,2014-10-01,0.0
15050.0,20.99,2014-10-01,0.0
15000.0,8.39,2014-10-01,0.0
10000.0,16.29,2014-10-01,0.0
24000.0,14.99,2014-10-01,0.0
25000.0,10.99,2014-10-01,0.0
12825.0,25.57,2014-10-01,0.0
20000.0,14.49,2014-10-01,0.0
8000.0,12.49,2014-10-01,0.0
27450.0,22.15,2014-10-01,0.0
12000.0,10.99,2014-10-01,0.0
20000.0,10.99,2014-10-01,0.0
29850.0,16.99,2014-10-01,0.0
3000.0,12.49,2014-10-01,0.0
7200.0,12.49,2014-10-01,0.0
10000.0,16.29,2014-10-01,0.0
8000.0,13.98,2014-10-01,0.0
7200.0,17.57,2014-10-01,0.0
9600.0,14.99,2014-10-01,0.0
12000.0,12.49,2014-10-01,0.0
11200.0,14.49,2014-10-01,0.0
21000.0,13.35,2014-10-01,0.0
35000.0,25.57,2014-10-01,0.0
20000.0,13.98,2014-10-01,0.0
6000.0,20.2,2014-10-01,0.0
20475.0,16.29,2014-10-01,0.0
6400.0,14.99,2014-10-01,0.0
1400.0,14.99,2014-10-01,0.0
33500.0,17.57,2014-10-01,0.0
26000.0,8.39,2014-10-01,0.0
10000.0,14.99,2014-10-01,0.0
15000.0,12.99,2014-10-01,0.0
10000.0,11.67,2014-10-01,0.0
7000.0,10.99,2014-10-01,0.0
11925.0,16.29,2014-10-01,0.0
35000.0,23.43,2014-10-01,0.0
16000.0,9.17,2014-10-01,0.0
7500.0,9.17,2014-10-01,0.0
7000.0,8.39,2014-10-01,0.0
20000.0,11.67,2014-10-01,0.0
23325.0,15.61,2014-10-01,0.0
20000.0,20.99,2014-10-01,0.0
15000.0,9.17,2014-10-01,0.0
4800.0,12.99,2014-10-01,0.0
9000.0,8.39,2014-10-01,0.0
14900.0,24.99,2014-10-01,0.0
14400.0,18.99,2014-10-01,0.0
11000.0,10.15,2014-10-01,0.0
12000.0,14.99,2014-10-01,0.0
13050.0,19.52,2014-10-01,0.0
13325.0,16.99,2014-10-01,0.0
20000.0,16.99,2014-10-01,0.0
10000.0,14.99,2014-10-01,0.0
18000.0,23.43,2014-10-01,0.0
11925.0,20.2,2014-10-01,0.0
12200.0,13.98,2014-10-01,0.0
8000.0,13.35,2014-10-01,0.0
20000.0,12.49,2014-10-01,0.0
6000.0,12.49,2014-10-01,0.0
2875.0,20.99,2014-10-01,0.0
12600.0,24.08,2014-10-01,0.0
16000.0,11.67,2014-10-01,0.0
8500.0,10.99,2014-10-01,0.0
5000.0,12.99,2014-10-01,0.0
24450.0,17.57,2014-10-01,0.0
16300.0,22.15,2014-10-01,0.0
18900.0,18.99,2014-10-01,0.0
5600.0,12.99,2014-10-01,0.0
18000.0,12.49,2014-10-01,0.0
6600.0,14.49,2014-10-01,0.0
25000.0,20.2,2014-10-01,0.0
28700.0,22.15,2014-10-01,0.0
10100.0,19.52,2014-10-01,0.0
16825.0,14.99,2014-10-01,0.0
30000.0,16.99,2014-10-01,0.0
11875.0,16.99,2014-10-01,0.0
8000.0,15.61,2014-10-01,0.0
12600.0,12.49,2014-10-01,0.0
15000.0,14.99,2014-10-01,0.0
8700.0,12.99,2014-10-01,0.0
26100.0,19.52,2014-10-01,0.0
28000.0,24.99,2014-10-01,0.0
28000.0,18.24,2014-10-01,0.0
20000.0,13.35,2014-10-01,0.0
17125.0,13.35,2014-10-01,0.0
23350.0,17.57,2014-10-01,0.0
8400.0,9.17,2014-10-01,0.0
16000.0,12.99,2014-10-01,0.0
10525.0,16.29,2014-10-01,0.0
14825.0,25.89,2014-10-01,0.0
22000.0,12.99,2014-10-01,0.0
3600.0,13.35,2014-10-01,0.0
10000.0,13.98,2014-10-01,0.0
12000.0,11.67,2014-10-01,0.0
9325.0,14.99,2014-10-01,0.0
19125.0,20.2,2014-10-01,0.0
22500.0,17.57,2014-10-01,0.0
34875.0,13.98,2014-10-01,0.0
10175.0,19.52,2014-10-01,0.0
28000.0,16.99,2014-10-01,0.0
25600.0,18.99,2014-10-01,0.0
18000.0,20.99,2014-10-01,0.0
35000.0,16.29,2014-10-01,0.0
4250.0,20.2,2014-10-01,0.0
4200.0,13.98,2014-10-01,0.0
23600.0,14.99,2014-10-01,0.0
7500.0,8.39,2014-10-01,0.0
10000.0,22.15,2014-10-01,0.0
10800.0,22.15,2014-10-01,0.0
14100.0,20.99,2014-10-01,0.0
16000.0,11.67,2014-10-01,0.0
24250.0,20.99,2014-10-01,0.0
24925.0,13.35,2014-10-01,0.0
15000.0,18.24,2014-10-01,0.0
16500.0,10.15,2014-10-01,0.0
6800.0,15.61,2014-10-01,0.0
7225.0,13.98,2014-10-01,0.0
24000.0,10.15,2014-10-01,0.0
20000.0,19.52,2014-10-01,0.0
12950.0,17.57,2014-10-01,0.0
10000.0,15.61,2014-10-01,0.0
5600.0,15.61,2014-10-01,0.0
11000.0,10.15,2014-10-01,0.0
20000.0,6.49,2014-10-01,0.0
18700.0,24.99,2014-10-01,0.0
28000.0,7.12,2014-10-01,0.0
11425.0,14.99,2014-10-01,0.0
12000.0,12.49,2014-10-01,0.0
7500.0,14.49,2014-10-01,0.0
6000.0,13.98,2014-10-01,0.0
35000.0,13.98,2014-10-01,0.0
24000.0,18.99,2014-10-01,0.0
17000.0,13.98,2014-10-01,0.0
8500.0,13.98,2014-10-01,0.0
22800.0,20.99,2014-10-01,0.0
20000.0,10.99,2014-10-01,0.0
24000.0,15.61,2014-10-01,0.0
15675.0,10.99,2014-10-01,0.0
14825.0,24.08,2014-10-01,0.0
32950.0,19.52,2014-10-01,0.0
12000.0,15.61,2014-10-01,0.0
12000.0,10.99,2014-10-01,0.0
14150.0,20.99,2014-10-01,0.0
1600.0,13.98,2014-10-01,0.0
8400.0,9.17,2014-10-01,0.0
4800.0,11.67,2014-10-01,0.0
14975.0,17.57,2014-10-01,0.0
12100.0,9.17,2014-10-01,0.0
8000.0,16.29,2014-10-01,0.0
12000.0,13.98,2014-10-01,0.0
18000.0,13.35,2014-10-01,0.0
10850.0,16.29,2014-10-01,0.0
30000.0,16.99,2014-10-01,0.0
14525.0,14.99,2014-10-01,0.0
21175.0,25.57,2014-10-01,0.0
17875.0,19.52,2014-10-01,0.0
28550.0,20.99,2014-10-01,0.0
18000.0,18.24,2014-10-01,0.0
11200.0,13.35,2014-10-01,0.0
15500.0,22.15,2014-10-01,0.0
12000.0,16.99,2014-10-01,0.0
5000.0,14.99,2014-10-01,0.0
7300.0,16.29,2014-10-01,0.0
10000.0,10.15,2014-10-01,0.0
11725.0,16.99,2014-10-01,0.0
23000.0,12.99,2014-10-01,0.0
29850.0,24.99,2014-10-01,0.0
16150.0,20.99,2014-10-01,0.0
12000.0,19.52,2014-10-01,0.0
18000.0,11.67,2014-10-01,0.0
15000.0,11.67,2014-10-01,0.0
25000.0,20.99,2014-10-01,0.0
11200.0,14.49,2014-10-01,0.0
21000.0,16.99,2014-10-01,0.0
10800.0,15.61,2014-10-01,0.0
20000.0,13.98,2014-10-01,0.0
15000.0,18.24,2014-10-01,0.0
5000.0,12.99,2014-10-01,0.0
21600.0,14.99,2014-10-01,0.0
12000.0,10.99,2014-10-01,0.0
10000.0,17.57,2014-10-01,0.0
20475.0,15.61,2014-10-01,0.0
7000.0,11.67,2014-10-01,0.0
27850.0,24.5,2014-10-01,0.0
5950.0,13.98,2014-10-01,0.0
28000.0,13.98,2014-10-01,0.0
6400.0,6.03,2014-10-01,0.0
16000.0,22.15,2014-10-01,0.0
35000.0,23.43,2014-10-01,0.0
6325.0,16.99,2014-10-01,0.0
1500.0,18.24,2014-10-01,0.0
14000.0,13.98,2014-10-01,0.0
23475.0,24.99,2014-10-01,0.0
12450.0,20.2,2014-10-01,0.0
15600.0,16.99,2014-10-01,0.0
24000.0,18.24,2014-10-01,0.0
11950.0,26.06,2014-10-01,0.0
24475.0,17.57,2014-10-01,0.0
21000.0,12.99,2014-10-01,0.0
35000.0,19.52,2014-10-01,0.0
13375.0,13.98,2014-10-01,0.0
30000.0,18.24,2014-10-01,0.0
35000.0,16.29,2014-10-01,0.0
18700.0,10.15,2014-10-01,0.0
15000.0,14.49,2014-10-01,0.0
12000.0,15.61,2014-10-01,0.0
35000.0,12.99,2014-10-01,0.0
9850.0,19.52,2014-10-01,0.0
20000.0,16.99,2014-10-01,0.0
12000.0,19.52,2014-10-01,0.0
31450.0,18.24,2014-10-01,0.0
4875.0,18.24,2014-10-01,0.0
15000.0,19.52,2014-10-01,0.0
15950.0,18.99,2014-10-01,0.0
30000.0,19.52,2014-10-01,0.0
15000.0,16.29,2014-10-01,0.0
32750.0,15.61,2014-10-01,0.0
8325.0,20.2,2014-10-01,0.0
25000.0,17.57,2014-10-01,0.0
18000.0,13.35,2014-10-01,0.0
17125.0,15.61,2014-10-01,0.0
24000.0,19.52,2014-10-01,0.0
15000.0,13.35,2014-10-01,0.0
8000.0,13.35,2014-10-01,0.0
12375.0,16.29,2014-10-01,0.0
13475.0,23.43,2014-10-01,0.0
35000.0,23.43,2014-10-01,0.0
10350.0,14.99,2014-10-01,0.0
32175.0,24.5,2014-10-01,0.0
20000.0,6.49,2014-10-01,0.0
13675.0,15.61,2014-10-01,0.0
8000.0,6.49,2014-10-01,0.0
6600.0,15.61,2014-10-01,0.0
5000.0,16.99,2014-10-01,0.0
3500.0,16.29,2014-10-01,0.0
20000.0,14.49,2014-10-01,0.0
7900.0,14.99,2014-10-01,0.0
12000.0,10.15,2014-10-01,0.0
10000.0,14.99,2014-10-01,0.0
10625.0,13.98,2014-10-01,0.0
15875.0,25.57,2014-10-01,0.0
12000.0,18.99,2014-10-01,0.0
12000.0,11.67,2014-10-01,0.0
7200.0,14.99,2014-10-01,0.0
10900.0,18.99,2014-10-01,0.0
6000.0,12.99,2014-10-01,0.0
15725.0,19.52,2014-10-01,0.0
10000.0,15.61,2014-10-01,0.0
10000.0,10.15,2014-10-01,0.0
24000.0,7.12,2014-10-01,0.0
22450.0,24.99,2014-10-01,0.0
15000.0,14.99,2014-10-01,0.0
10850.0,14.49,2014-10-01,0.0
8875.0,16.29,2014-10-01,0.0
26850.0,16.99,2014-10-01,0.0
6400.0,13.98,2014-10-01,0.0
10000.0,10.99,2014-10-01,0.0
22050.0,20.2,2014-10-01,0.0
4000.0,14.49,2014-10-01,0.0
10000.0,19.52,2014-10-01,0.0
23975.0,18.24,2014-10-01,0.0
25000.0,22.15,2014-10-01,0.0
11300.0,24.5,2014-10-01,0.0
12000.0,9.17,2014-10-01,0.0
24000.0,14.99,2014-10-01,0.0
11000.0,10.99,2014-10-01,0.0
5000.0,13.98,2014-10-01,0.0
13325.0,16.99,2014-10-01,0.0
14000.0,7.69,2014-10-01,0.0
8000.0,10.99,2014-10-01,0.0
4000.0,14.99,2014-10-01,0.0
34350.0,24.08,2014-10-01,0.0
15000.0,17.57,2014-10-01,0.0
21000.0,14.99,2014-10-01,0.0
11125.0,16.99,2014-10-01,0.0
8000.0,12.99,2014-10-01,0.0
14700.0,15.61,2014-10-01,0.0
17350.0,17.57,2014-10-01,0.0
21000.0,14.99,2014-10-01,0.0
13500.0,17.57,2014-10-01,0.0
12075.0,19.52,2014-10-01,0.0
7000.0,13.98,2014-10-01,0.0
8000.0,12.99,2014-10-01,0.0
30375.0,25.83,2014-10-01,0.0
10000.0,13.35,2014-10-01,0.0
6000.0,14.49,2014-10-01,0.0
18400.0,16.29,2014-10-01,0.0
24000.0,14.99,2014-10-01,0.0
6000.0,14.99,2014-10-01,0.0
14500.0,13.98,2014-10-01,0.0
21000.0,16.29,2014-10-01,0.0
30000.0,16.29,2014-10-01,0.0
3250.0,18.99,2014-10-01,0.0
15000.0,12.49,2014-10-01,0.0
2425.0,16.29,2014-10-01,0.0
10800.0,14.99,2014-10-01,0.0
12000.0,24.5,2014-10-01,0.0
7200.0,13.35,2014-10-01,0.0
14375.0,24.99,2014-10-01,0.0
8000.0,15.61,2014-10-01,0.0
20800.0,18.99,2014-10-01,0.0
12000.0,12.99,2014-10-01,0.0
28000.0,14.99,2014-10-01,0.0
7800.0,7.12,2014-10-01,0.0
20275.0,20.2,2014-10-01,0.0
12000.0,11.67,2014-10-01,0.0
8700.0,13.35,2014-10-01,0.0
9000.0,10.15,2014-10-01,0.0
20000.0,8.39,2014-10-01,0.0
20500.0,20.99,2014-10-01,0.0
21350.0,12.99,2014-10-01,0.0
32000.0,22.15,2014-10-01,0.0
14250.0,19.52,2014-10-01,0.0
25000.0,9.17,2014-10-01,0.0
28500.0,13.35,2014-10-01,0.0
5000.0,10.15,2014-10-01,0.0
15350.0,17.57,2014-10-01,0.0
18225.0,19.52,2014-10-01,0.0
6000.0,16.29,2014-10-01,0.0
28000.0,12.49,2014-10-01,0.0
1500.0,16.29,2014-10-01,0.0
10000.0,11.67,2014-10-01,0.0
10000.0,12.99,2014-10-01,0.0
15000.0,6.49,2014-10-01,0.0
14250.0,19.52,2014-10-01,0.0
19200.0,16.29,2014-10-01,0.0
16000.0,19.52,2014-10-01,0.0
1800.0,22.15,2014-10-01,0.0
6000.0,14.49,2014-10-01,0.0
27000.0,22.15,2014-10-01,0.0
20000.0,14.49,2014-10-01,0.0
11900.0,23.43,2014-10-01,0.0
18000.0,14.99,2014-10-01,0.0
16000.0,14.49,2014-10-01,0.0
15000.0,11.67,2014-10-01,0.0
5000.0,13.35,2014-10-01,0.0
3600.0,14.99,2014-10-01,0.0
6000.0,13.98,2014-10-01,0.0
12000.0,15.61,2014-10-01,0.0
23875.0,19.52,2014-10-01,0.0
16000.0,13.35,2014-10-01,0.0
11925.0,24.99,2014-10-01,0.0
30000.0,11.67,2014-10-01,0.0
3600.0,22.15,2014-10-01,0.0
22000.0,20.99,2014-10-01,0.0
4000.0,14.49,2014-10-01,0.0
21725.0,13.35,2014-10-01,0.0
25000.0,19.52,2014-10-01,0.0
10425.0,17.57,2014-10-01,0.0
20000.0,14.49,2014-10-01,0.0
15000.0,12.49,2014-10-01,0.0
8875.0,16.29,2014-10-01,0.0
20000.0,12.99,2014-10-01,0.0
10000.0,14.49,2014-10-01,0.0
16000.0,17.57,2014-10-01,0.0
4000.0,14.99,2014-10-01,0.0
24000.0,13.35,2014-10-01,0.0
20000.0,10.99,2014-10-01,0.0
21000.0,22.15,2014-10-01,0.0
24000.0,16.29,2014-10-01,0.0
15000.0,18.24,2014-10-01,0.0
12000.0,18.24,2014-10-01,0.0
17400.0,25.83,2014-10-01,0.0
23975.0,13.98,2014-10-01,0.0
16000.0,19.52,2014-10-01,0.0
31575.0,20.99,2014-10-01,0.0
13375.0,16.29,2014-10-01,0.0
25000.0,14.49,2014-10-01,0.0
18700.0,25.83,2014-10-01,0.0
5000.0,10.99,2014-10-01,0.0
14750.0,20.2,2014-10-01,0.0
10000.0,10.99,2014-10-01,0.0
10000.0,20.2,2014-10-01,0.0
7000.0,18.99,2014-10-01,0.0
24000.0,10.99,2014-10-01,0.0
25000.0,14.99,2014-10-01,0.0
12000.0,24.99,2014-10-01,0.0
6300.0,11.67,2014-10-01,0.0
20000.0,16.99,2014-10-01,0.0
25000.0,16.29,2014-10-01,0.0
5000.0,11.67,2014-10-01,0.0
24000.0,16.29,2014-10-01,0.0
10000.0,20.2,2014-10-01,0.0
5000.0,13.98,2014-10-01,0.0
11000.0,18.24,2014-10-01,0.0
30000.0,16.99,2014-10-01,0.0
